person_id,wiki_id,name
i-DXP9WxpJAbmvBWP4QoWY25,Q108122287,Maximilian von Rosenkampff
i-DZJtkrPfWZvk4Ap77q2uxp,Q106989480,Hjalmar Frithiof Segercrantz
i-Dcjy8t7dMSXCDTPkfuVXgT,,Krister Ludvig Edvard Jägerskiöld
i-DdvHcgdBbdRimFMB8LiyD9,Q17381212,August Ferdinand Juselius
i-DeNANhJFvif9NVw93xfYiN,Q17383787,Gustaf Adolf Silfverhjelm
i-DfoBXxWtHB1dPk3VFvEfhi,Q106239204,Robert Junnelius
i-DhkpMWMtWKDEBsxXhj35hc,Q105751964,Pekka Siira
i-Di43id6kYb8YitBcHWJivt,,Frans Wilhelm von Frenckell
i-DiMeNaDKYnSXKLwHBuNkPP,Q105454580,Elias Krook
i-DiRtoFeWwZgawSF374ZTgV,Q101334101,Karl Arvid Nyberg
i-DmWg6kaxRcVGDxey3HZmMC,Q17381729,Aleksanteri Koivisto
i-DnEdGep1q7buLQVxHwoV7o,Q42901717,Henrik Parviainen
i-DnR1jYzy4qjog5h4eX5Ap,,Frans von Frenckell
i-DoEwtusnqteK8Q8mNd1ztC,Q11872368,Konrad Relander
i-DoMTUzhCgrTNgKPPvWAefR,Q3784302,Rolf Jacob von Julin
i-DohHxxmYQkejcHDFzK8Xi2,Q105771905,Erik Mattlar
i-DojZ8qEG6LjbJsjZJ6xe4k,Q102436300,Jarl August Hagelstam
i-DowNYFPp5EFuyJj5pim8KZ,Q107405255,Fredrik Wilhelm Hugo von Qvanten
i-DpU7gVJYPRauQkC2oTYNZa,Q20900777,Ivar Alexander Kyander
i-DsNvcZ4WKjqtgZgVHcTx2o,Q105756272,Georg Leopold Topelius
i-DsQvv1m8aCf8m1tSrSAMR1,,Pietari Päivärinta
i-DtHXRURSTfEvE52xc9jSoZ,Q105086423,Heikki Hakulinen
i-DuP59aJVbyCScuE2XG7BeY,,Pehr Jonas Törnqvist
i-DvsnxJr6R8m8r5wknzUSGc,Q17381872,Wilhelm Theodor von Kraemer
i-DxNP7TqQrEfxpsG7AMg3V2,Q11854141,Boris Nordmann
i-DyCDPVnVqVgNVuzhR7c5yC,Q105708653,Axel Gabriel Lindgren
i-Dyoum1uqVHJc4aBfw4FSSa,Q5399732,Clas von Collan
i-Dz5hAwJyDWqRCY5HYongt,Q11866759,John Rafael Uggla
i-DzJ4FMZXj9ohtdnkysVnh,,Antti Halonen
i-DzP2McJdARN1V89E93Ay4t,,Bror Axel Thulé
i-Dzo2xTpgSK2hWn5XcoQy3,Q101807585,Ernst Wilhelm Tegengren
i-E2D75NaHBPSAb5t7WahXsr,,Eino Sakari Yrjö-Koskinen
i-E3msfxTo8TZ2VyeUTvXSUg,Q106342382,Taneli Kurkela
i-E449mBU6gv4eXJJwuYXFvG,Q20255738,Otto Thuneberg
i-E4eK7REWL1iRG4jFor7gae,Q4200624,Santeri Ivalo
i-E4eK7REWL1iRG4jFor7gae,Q4200624,Herman Alexander Ingman
i-E4sJZkcvrMxBkmsiZoBAAh,Q61103324,Johan Jakob Westerlund
i-E5oLMwDAgUiAxgDEhx1LcY,Q110322268,Johan Osvald Wasastjerna
i-E6yXJrnTXL624QDwbQ21Pk,,Magnus Erik Alopaeus
i-E78eJvBU44BnbTEwUNPTah,Q105432265,Karl Hannus
i-E78gPFT49CGaUAXe7cfk88,Q108067079,Karl Magnus Mikael Walleen
i-E842CxwFnJfAsu59UCBbji,Q5407154,T. J. Boisman
i-E8o2CUgc6j8zTErDbaEDQk,Q104549831,Karl Gustaf Creutz
i-EAHXCwinZpxJEmpN7f2gCG,,Vilho Jämsén
i-EBLg4rQKzZ3b6Eg9w5vKHX,Q108146073,Johan Emil von Konow
i-EBe5dMDhz6j26QDyaC28kC,Q107018411,Alexander von Becker
i-ECLdY41T941BqZijUjxQun,Q105771897,August Samuel Nordström
i-EDqv7TisA5PjGhg4drrxvt,,Gabriel Tengström
i-EEDumsMkgt1qv2LRDpuUid,Q5405266,Antti Sinkko
i-EHRMnkSVAPak3672NPWQUt,Q107797659,Alexander Eugen Spåre
i-EHtdX5jCKmh1XzVaChg5t7,Q2782527,Johan Fredrik Hackman
i-EJMdBVXoPwci3WftmbWBr1,Q11857805,Emil Schybergson
i-EJXZVq6RKfRKkTZvTFPA2w,,Juho Haanpää
i-EKgsdWUKkNjoMZSd54c91Q,,Herman Peter Höckert
i-EKkrnXvuHxMMnTwjDb4imw,,Adolf Fredrik Sirén
i-ENMjRvMTmj4y4ZKemGmPRi,Q105064090,Frans Ekqvist
i-ENeMx6XG6uxkKZ5MuVZMcF,Q26244677,Anton Leonard von Knorring
i-EPiSDHWvRjVpP9ZBHuoPLi,Q102046760,Knut Gustaf Åkesson
i-EQvj9fL5osnqMNoPpVA6wE,Q2782482,Wilhelm Hackman
i-ER5P4AeGQU1UhNg4KSuGfA,Q105701087,Taavetti Suo-Anttila
i-ES944pFdPUxvHzos99jxZJ,Q106323444,Erik Isotalo
i-ETQzEcgbBi4s4RJ7ZnfAwr,Q17384883,Carolus Wrede
i-EUNd7pvigVDq2k1buBvxf9,Q495652,Carl Magnus Creutz
i-EVfZBUkzrmkjLRX3mG1o3n,Q6173019,Julian Serlachius
i-EWF5w6W7mNczUrPXBtTG1i,Q104084588,Zachris Castrén
i-EWnS8D5oELrZTGgrDxKuax,Q5618707,Robert Wilhelm de Geer
i-EYJT4XUYCifxuQgXm8q9GN,Q17380378,Oskar Groundstroem
i-EYL9UZ7jUiPhk9qT9L4Gma,Q85989506,Petter Edvard Ervast
i-EYejvEUqeCVaatuY2xfRCa,Q20379163,Johan Fredrik Lundenius
i-EZ7u1ySxqiV1yRWzN5MvET,,Johan Anders Jägerhorn
i-EZKSYqQGo6bru2L8grnLU5,,Pehr Östring
i-EcTftrF95cFGy5fyqKnWGy,Q107750248,Pehr Ivar Ekbom
i-EdWPU8jZb97Q5NntadXUgh,Q104549953,Henrik Johan von Knorring
i-EdapCdTq9Y7JEMnMSf5nWS,,Sune Birger Johan af Björkesten
i-EeTFbyDUFF9QtjjBFNtDQF,Q105701492,Johan Erik Rosenberg
i-EebNEN3Fjuqo1eK2rRRv3X,Q54834023,Axel Alfthan
i-Ef7n2WRKmjh7HiBPqvKhX5,Q440166,Lauri Ingman
i-EfMifumtJPzU8j2xQd3Y47,Q63432691,Johan Kristian Lampén
i-EgiNvPcaifKheMGDbyyqWE,Q5737055,Edvard Gustaf af Forselles
i-Eh11pSQN15vwedriURK4FD,Q108122309,Blechard Gustaf Jägerhorn
i-EhL4uM3sUHy8VUCoYi78as,Q108082124,Fredrik Wilhelm Fraser
i-EiiQ7Jz1v4GYGMTCiMv9Cm,,Jakob Johannes Sederholm
i-EjTKe45emsM1M3iEM1jsbD,Q17382618,Johan Christoffer von Morian
i-EkbZcKC1cxicmSNQdsofep,Q23870436,August Bade
i-EkroDQ9EYje8n1rq9iKMkY,,Gösta von Troil
i-EkroDQ9EYje8n1rq9iKMkY,,Axel Gustaf Samuel von Troil
i-EkuqrxiDLYkN7w8kVEcEKx,Q106319501,Axel Holmberg
i-EmUBxcMYc8BmU1uL3QdD4q,Q101423239,Hjalmar Oker-Blom
i-EmqNER47i1Nu1rJadKyiQw,Q5625521,Daniel Edvard Duncker
i-EofqyGpvHy8k9NzSeJtd6F,Q4355896,Jaakko Forsman
i-EofzZMtc7bHkYrk1DMbcJM,Q5955067,Uno Lindelöf
i-Eoh6go1r2gZUEHoWkD2wZf,Q5603762,Tor Carpelan
i-EqxJvEcFn3pmNPchjvzb9a,Q106224091,Karl Johan Boström
i-EqzRL2mm1ffjLRp6RzH1bh,Q101243566,Viktor Konsin
i-Er4VowqzqJZ3N91FX97xSr,Q104176927,Otto Ferdinand Hofdahl
i-ErefsCL6f7Lvk9iUbkZtPZ,Q105943506,Rurik Kellgren
i-EtfZRTD4CYaExbGTg6UBjx,Q11887132,Pekka Komonen
i-EubGaC45XvL4c18F6U6mCD,Q102355437,Frans Henrik af Björksten
i-EucvstvmVvA33AJNrw2FH5,Q106481508,Lars August Sackleen
i-EuoJ16TMvdtrax3gfPLFLG,Q105432156,Juhana Konttinen
i-Ev9rwChsySU6VMfbevkpjp,Q6181110,Carl Johan Slotte
i-EyCwcgnc6m1fa5U2bKaFXx,Q3101847,Georg Edvard Ramsay
i-EzXoZ2awDLVNmEs6w7GpNj,,Erik Nordenskiöld
i-F1sBJexePgLzems1trqV2A,Q106919282,Arvid Sanmark
i-F2TqnhZABMnKRLA6m3Wt9s,Q106967408,Georg von Willebrand
i-F2za3adppYaQeFqUUwomi1,Q104602792,Johan Ascholin
i-F3aUsRbXiCkZyhMHWkHLbZ,Q105629755,Antti Punttala
i-F41ncMNAehsDceiFfh8xWG,Q90544803,Archibald Viktor Ramsay
i-F5fPeiDWjze3RMUqb48JRf,Q107860689,Karl Frans Johan Schauman
i-F6idYyLQmoLSLW2mo8tU2b,Q11881716,Matti Tervaniemi
i-F8bLJJfdbZyEs3H1C5kMAw,Q107323176,Edgar Rafael Örnhjelm
i-F93JWBjLggDZB1c6SHCsfb,Q4357279,Gustaf Valdemar von Hellens
i-F93JWBjLggDZB1c6SHCsfb,Q4357279,Valde Hirvikanta
i-F9Uan6uDi3gGTXa1Gcn5Aj,Q104176923,Sebastian von Knorring
i-F9jojaLUQpfPMBudiTYBw,Q108003420,Karl Fredrik Sebastian von Schoultz
i-F9qTUwqs1ymrnF4gMnMsBr,Q11852778,Arthur Sommer
i-FARTN51opJpmXmZjke8Xyy,,Lorenz Lindelöf
i-FAdnQV2mavJ2UwNm5JjbBX,Q104246707,Krister Ludvig Reinhold Jägerskiöld
i-FCru9fHyaNuhdvNj3ZMWok,,Gustaf Emil af Hällström
i-FDszLxa7n18J7pGWoaPo61,Q106766167,Ernst Silfverhjelm
i-FFza3odvoxhDmtbr4UiPFk,,Juho Koivisto
i-FGXsDXPGYxh7QuVwHKESrf,Q26244676,Lennart Fritiof Munck af Fulkila
i-FGZtsFCfw113CzEnLXSp3t,Q105702528,Jaakko Myllylä
i-FHPAoTNLQBKMuyucj1d1H8,,Oskar Hynén
i-FJYWThSR2FXXQsLLsRCnTT,Q107750261,Alexander Rokassowskij
i-FJzRBuP188MmWa7nk6o4Vb,Q5772190,Carl Magnus Gripenberg
i-FLU4GzhfjqaiKp3BXLwdWL,Q105432371,Juho Fredrik Horelli
i-FNBvWxdPvjyrGH1Qc1aAer,,Adolf Cavén
i-FNPPwEod1e3taFV6aqGkL,Q11868157,Juuso Hedberg
i-FQGo7QA6JPdubg7BeeeYGF,Q106323625,Erik Nygård
i-FRTXNM8bWSfv4EVgWqYu9h,Q103893813,August Fredrik Järnefelt
i-FRViuuMu59HXvcduvR4JJb,Q104627328,Nils Nyman
i-FTpJmcFyji4ABCWHY7yDso,Q20254188,Eric von Troil
i-FUnhftNVyCFbh9ftx4agbz,Q105756020,Juho Zitting
i-FXUQh967xLRCogeTYmdrCW,Q20736650,Emil Frithiof Andersin
i-FXge12HBsdn8k5HAufzWpc,Q16161750,Ossian Ansas
i-FYbSvFu4rVek9C99uESHpF,Q100272570,Aleksanteri Vihonen
i-FYjmCyuWucvpTGy2QzWpoP,Q11859009,Eugen Wolff
i-FaKMEEfi3TMUuBz9Mb4reR,Q104551827,Berndt Henrik Aminoff
i-Fbfm1HbZePHYVTAZTJf59L,Q104995579,Aleksanteri Arvelin
i-FcbLaSzYMyza1vG8PnY8hk,Q11855085,Wilhelm Casper Magnus August Wrede
i-FcbLaSzYMyza1vG8PnY8hk,Q11855085,Casper Wrede
i-FcinkmTGBnbazMfGGKxqLK,,Juho Haanpää
i-FcnE7JqpsivtwiXQm29xQS,Q107012257,Axel Leonard von Weissenberg
i-Fd7mqD67aGjCuWx3jSHA1C,Q91313272,Karl Lorenz Adalbert von Schoultz
i-FdRKYW6mapQK8J9mxSmBVd,,Gustaf Törnudd
i-FdRfUaAkk5CYpd9Du8pbGa,Q4405514,Kasten Antell
i-FeaexDXFvKCbfhp6jTXNbe,Q104765569,Knut Fredrik Durchman
i-FfS48taDhdyhLbaL7izam6,Q11902416,Wilhelm von Nottbeck
i-FfVRGMNn5KRqwAWb2KstnH,Q11859977,Frans Wilhelm Gustaf Hjelt
i-Fhpw6o7Qy1YaRxYQmNUM8W,Q105663134,Johan Simula
i-Figg8qYJUVdtKgrJaCVJ3y,Q106323603,Jarl August Reinhold Lindberg
i-FiibtiyGJPryBr7nBGLj5b,Q106319511,Axel Cronvall
i-Fiig8BDMNpZQK8Za9ST51D,Q108122304,Vilhelm Otto Casper David Wrede
i-FjKyUtcoFwK8FSRaLwa4qr,Q85980548,Alexander Wolter Ramsay
i-FnbEx9QPcybRj3CQyvdiaM,Q106906800,Alexander Gabriel Lagus
i-Fnc3xqQ6Yw1weZo5vTRsDX,Q105629998,Juho Pietiläinen
i-Fqvx5ooU2nKu7WppxfCNor,Q17380340,Nils Karl Ossian Grotenfelt
i-Fw8FPwmDv3ESpXNhmXoZYU,Q24018868,Fritiof Hultman
i-FxBFM2uzof1KWHDpt4Uswx,,Carl Gustav Mortimer von Kraemer
i-FxU6UzwNGq6us5QcQFzcHh,Q108003418,Karl Gustaf Spåre
i-G1koBoY9BodkJrpULKg4MG,,Gabriel Geitlin
i-G3GyWSwuFaxKNReYYXx1r5,Q107797702,Oskar Adolf Järnefelt
i-G4Kxx8in9vUPtEQxcVFHyA,Q17381860,Gustaf von Kothen
i-G4Mx6CSAhZT1Ty3hcwy1We,Q62128099,August Mannerheim
i-G4NdDEqVRioq48p7EQbaeR,Q107012251,Axel Theodor Örnhjelm
i-G4QdecQ6MsXD7WEhcFNK5v,Q106967477,Edvard Alexander Ramsay
i-G57bpc4f6Fu1svLLXDpNcx,Q17384892,Ferdinand von Wright
i-G6WXvp4m8PJWEz8kHykewM,Q11860035,Fredrik Nybom
i-G6iwQxbYxHRYyueS8LfTsP,Q100898575,Kaarlo Juhana Inberg
i-G7hzwEaQa2dTy17bhDocu2,Q107439749,Carl Eugen Armfelt
i-G7pBqgMojRr9AymmEtQzEN,Q2679655,Carl Edvard Gyldenstolpe
i-G84CpMDMjw6dbrVWopd4X7,Q11852900,Artur Hammarström
i-G86NetonwkTbVdHBbfsymU,,Oscar Norrmén
i-G8yreya82bfWU9dcq1F8hx,Q106812047,Harald August af Hellén
i-GAtn7bERdoirMx4xRthNqz,Q11853366,August Magnus Gustaf Armfelt
i-GB2XZda45FyKVanRwMkJ38,Q28720778,Anders Lorenz Munsterhjelm
i-GC4iKVSUKy4zqrxEso8fJC,Q7109889,Otto Wrede
i-GEJW1X9fTb76RGrRQT1Xr5,Q5494244,Otto Tuomi
i-GGBAD7iX8fRMidLfwkuf4H,Q102436260,Karl Edvard Lindeqvist
i-GL42zd2qVjzLjjZ4FhqajZ,Q5581985,Johan Gabriel von Bonsdorff
i-GMQsuhSAwWd986Q51uYDSu,Q105620569,Aatu Okko
i-GMRQkmLRCx39JoBJgBC7j4,Q108043655,Lars Oskar Wilhelm af Heurlin
i-GMfCWWEUuVeJEHKYgMeo6H,Q106811980,Charles Emil af Frosterus
i-GPf3EjMoWsMbpy1SvvWd7X,Q85990722,Johan Henrik Munck
i-GQv8Naq61LAD3azXZwqehT,Q601146,Albert Henrik de la Chapelle
i-GR25tN5vpHqsQL2THp5BzR,Q921355,Erik Adolf von Willebrand
i-GT6FgM35BjNdFMXCWWyyuA,Q16158900,Pekka Ahmavaara
i-GTNmQx5yoS1Ns36CUbTJS5,,Henrik Heikel
i-GT6FgM35BjNdFMXCWWyyuA,Q16158900,Pekka Aulin
i-GVT7x8Nt5F7JZsu1Dte2fk,Q108122284,Georg Fredrik Pistolekors
i-GVmiogSqRJqrVWCPcrDgDe,Q108067084,Johan Gustaf Emil Segercrantz
i-GWGMuHZpB7JtXsedCoRVmg,Q106481509,Pehr Emil af Forselles
i-GWf6xVqXjhgG51RMmFS2pe,Q104663900,Olof Henrik Helander
i-GZK5EtQ9raxhJ5fcGEcbgj,Q105751952,Juho Sormunen
i-GZgKPbnkv98wL3MUuWBgcT,Q104378293,Fredrik Aminoff
i-Ga4zhpKhZgMrwW6CEFhPKo,Q6068009,K.  H.  Renlund
i-Ga4zhpKhZgMrwW6CEFhPKo,Q6068009,K. H. Renlund
i-Ga8ijRDWR7P52ZAHc5oi33,,Karl Robert Åström
i-GaNJg5yyoLLZFLXLT5DqzS,Q105756267,Joonas Venäläinen
i-GaVrP4AKzmi3hsgi9BrLwo,Q5792038,Christoffer Egidius von Hartmansdorff
i-GbyfTXHevxWvXpYKfxzfVD,,Johannes Gripenberg
i-GbyfTXHevxWvXpYKfxzfVD,,Johan Axel Gripenberg
i-GeJxU77Pyh8PJuj4uFsHY6,,Gustaf Fredrik Rotkirch
i-GeYLFa2rDbdF171XpfngZK,Q4307524,Johan Reinhold Munck
i-Gep5tWKb423Qx5AQc1WMA4,,Kyösti Kallio
i-GhLcAkdgUqnsq7PwR6e8fZ,,Theodor Frithiof Blåfield
i-GjXymzvmVbXvMvSnsXEVDh,,Hjalmar Erik Gabriel von Bonsdorff
i-GoAtGw3V5JQjMdAfdcsfof,Q28356840,Eero Hyvärinen
i-GoJDCrdgd2qZy1f7rkMH7N,Q107337685,Herman Maximilian Molander
i-GoQD4F6MiFcS9Vsdx3gqMW,Q102667808,Carl Albert Ehrnrooth
i-GoQD4F6MiFcS9Vsdx3gqMW,Q102667808,C. Ehrnrooth
i-GqbRjbz9VGGWeqAzt5MnHd,Q106766146,Thorsten Brakel
i-Gs6f3qia8y8TrjE6nzWpMi,Q107006388,Hjalmar Edvard Tawast
i-GsTBuxn4gzdp2YPxq2CF9t,Q4357869,August Schauman
i-GsZwREPpy6D78H3Sw8e8Gm,,Yrjö Mäkelin
i-GsoLcP1UNjtUTBtjxzkkTU,Q105351022,Kustaa Huostila
i-Gszfg34rDxE1wvwMWnuEcr,Q692383,Magnus von Wright
i-GtHU82sNyMBmYF9LF32Xqb,Q105069786,Niilo Aleksander Grundström
i-GtNusg1wv3P4Wstjqet9bS,,Reinhold Felix von Willebrand
i-Gu51hjRVWb7M565rBVU8jz,Q29021099,Georg Henrik Lybecker
i-Gv1vJVBUh9kKpS6xeF9qMU,,Alexander Otto Ehrström
i-GvRx6Whoyo7iPDLJ6uwURb,Q2271104,Fredrik Idestam
i-Gvbqi1rEyeoC3MYzScNFvG,Q107400160,Robert Johan Gustaf Gripenberg
i-GwgXfMJUCLmbCeE55ztiRb,,Kustaa Adolf Saxbäck
i-GxyUSUbDKFfdHNFMFDJVDn,,Jalo Aatos Viini Wilhelm Schildt
i-GzpPNMDrZaojKzMHrH7hRL,Q669193,Carl Albert Edelfelt
i-H2an9aPsfB63H9UWpycjdo,,Gustaf Adolf Spåre
i-H2tWZRuEZ8bzGbjzhmGuxp,Q5931804,Wilhelm Lagus
i-H5ZHs71VNBBoa2s2Mnefgi,,Nils Otto Nordenskiöld
i-H5j7JEfNpcffScykfd1hcQ,Q18633458,Oskar Nissinen
i-H7UUat8gTkKMjfbsaDf8ce,,Nestor Järvinen
i-H8yQTopN8aD4jQGED8XKHZ,Q104621945,Tuomas Seppälä
i-H9cZ6VmKS5CfdGexv8Ug5L,Q105751916,Josef Söderman
i-H9suhRqqUHcPS6rkKze2ao,Q108122307,Alfons Jerôme von Haartman
i-HAkXw2e7ETu7AUjeewEWfr,Q11884211,Nestor Huoponen
i-HAm3MZcMCaM4g7nN65aKmR,,Constantin Boije af Gennäs
i-HCWC285KxJjLLZWfEkFpEp,,Edvard Bergenheim
i-HCsDZ4jw1CfzTFHQ59MHas,Q105454349,Antti Laari
i-HCzKggNUcwH4QKEnXcArFk,Q106323629,Jaakko Pahkamaa
i-HDS4uGheZUgKFGSypVuhj7,Q106811986,Elis Campbell Nicolas Furuhjelm
i-HF5phfP7sjX4wA6bTBzzPq,,Clas Gabriel Nordenheim
i-HFSaJChwMy6H3kcVHoj1mX,Q94388182,Johan Knut Valdemar Uggla
i-HGkvq3faHKCS2q8w4Fwvdd,Q105045039,Petter Auvinen
i-HHaCYxvtqi5749rN5jgDix,Q103505754,Gustaf Alfred af Hällström
i-HL3yrDjwhm33a2RNeSZtne,Q106323495,Juhana Korhonen
i-HMYu9fE5ywoYGF6TqvESdP,Q5581971,Hjalmar Gabriel von Bonsdorff
i-HNBK5iuuktDMrLNsc3ftSQ,,Nils Karl Nordenskiöld
i-HPjHzSRBVZu5dgj2E8rwgi,,August Edvard Granfelt
i-HPtpyWz43gQAfG5VSspCby,,Juho Möttölä
i-HRxMK8De5zRSBaXaaruAMN,Q17380470,Herman Hakulinen
i-HUvuQRnpDN1nYgahrKQD5D,Q101084745,Berndt Emil Hollmérus
i-HWyWGu6Fv6nhg9UH8FNaf3,Q106613408,Oscar Johan Mechelin
i-HXHqd4QRn3AfHgeruW7D3w,Q11865437,Johan Wilhelm Wartiainen
i-HXHqd4QRn3AfHgeruW7D3w,Q11865437,Johan Vilhelm Wartiainen
i-HaR8EnfKL5psLJsjZDeZ8o,Q108043645,Johan Georg Agricola
i-HbssPjwFZEsothhGDbLv7,Q101069591,Fredrik Edvard Grönroos
i-Hc9XMkGEjEESuFdWzXy4JT,Q11865436,J. W. Snellman G:son
i-HfEbbpVpEUS7EMymsy7tc6,Q5609964,Zacharias Cleve
i-HfV2z1pgrdiYTpNNDCAW2e,Q4118893,Hjalmar Nordling
i-HfWfActQe9KZ2kYVzhw5Bm,Q105086430,Adolf Halinen
i-Hfckxq71YhMkaNT4Y6ZYF7,Q102203709,Claes Leonard de la Chapelle
i-HgEbezgGdxazEcJNm1Kus4,Q102182354,Lars Berndt Olsoni
i-HgqPynBUu2U3dYH95SV9vJ,Q28357018,Carl Ernst Wrede
i-HhpcZwrh13UfQgSjC4pfMf,Q17380426,Fridolf Rafael von Haartman
i-HicBkrSSbTW8EDMiSKYeB4,,Kaarle Kustaa Hegerström
i-HjfmDsS4k6Zju4rc3Q8bpb,Q100852046,Uno Otto Honka
i-HjfmDsS4k6Zju4rc3Q8bpb,Q100852046,Uno Otto Bremer
i-HjwH6PdtQ6PYxtY2MfXSKE,Q90541026,Alexander Joakim von Minkwitz
i-HmF96RYdQTCuQ9kU2oPUsj,Q17380374,Mauritz Gripenberg
i-HnA4L1LyxqEtV2ftM8MCTj,Q65229404,Antti Helander
i-HnTvUq9KxeheQ7d8MXETyv,Q107086202,Torsten Fredrik Zacharias Nordenswan
i-Hqgm2kBS8HE6njNDkKFAns,,Karl Adolf Nordenskiöld
i-HrCdohmsxB2j5RtBj33hSU,Q3195304,Bertel Gripenberg
i-HrQR6nbHQayyFAXaYKpTtt,Q102322869,Karl Gustaf Johan Mellin
i-Hsg38DD9aZavnt2BE6R92w,Q108082107,Alexander Felix Carl Ekestubbe
i-Hsgr383t4iizpwWFP77NxX,Q18688429,Karl Fabritius
i-HtHJenXjZuoKxjoyEuKrvm,Q4241668,Gabriel Anton Cronstedt
i-HthP1vw6jGWu3H5SEMkYN1,Q106323516,Mikko Helenius
i-Hu2e8ZPjtEELuyw3zphhJJ,Q106323645,Jonas Vitikkala
i-Hv6XAG6mPv5vY2zxYJf3BD,Q105771893,Juho Pietari Sahlgren
i-J1rpecNsAtKm6tYwewGWk,Q11856576,Eduard Hisinger
i-J2CszrE3gkUiAQ8Qt52mWd,Q17382937,Leonard von Pfaler
i-J2bYY8oWuqJZiyuxqjuQzQ,,Johan Matias Hackzell
i-J2oB12cTydw9DLfUm3uYBN,Q106239197,Georg Rosenius
i-J3fSiozzccqG1AT1cQ8Aae,Q105645218,Berndt Magnus Reinius
i-J4VesWHSy7vjipBi6XD4Hw,Q106239312,Carl Federley
i-J5WH196kdgSnwBG62938mv,Q98414082,August Vilhelm Helsingius
i-J6f1ZajyjyZvcuocyejwtK,Q107303731,Lilli Wilhelm Schildt
i-J6zP3X9ccdcPDSdoJRRzLX,Q58072830,Aleksander Auvinen
i-J8B16Dk9GrSwVz9Qn7hcF8,Q106272576,Carl Johan Sundman
i-J8C9bmCMAhFzRdviTnCDsy,Q105629703,Gustaf Adolf Qwarnström
i-J9QVP868kjoy9GpwvRxM2v,Q107172252,Henrik Carl Axel Standertskjöld
i-JAJQRTmdwNUqKSNrqbGWKb,Q42904345,Enok Hjalmar Furuhjelm
i-JB2EsLBcC9n5Td2DE3r77T,Q105645248,Matti Reinikkala
i-JEDCGCYNPMtpoaP1QDkcud,Q11862340,Henrik Ullgren
i-JFCH6e9PsE1w8HHWkxDkhR,Q69468961,Albert Ferdinand Ottelin
i-JFFd4ZuB8jwp2b9revhQqt,Q106239258,Carl Nummelin
i-JJwVm2LBGhA6k7954SE3XD,Q105337243,Karl August Karlstedt
i-JKVAucqD9tvQTcqDpsb4wn,Q107978496,Emil Fabian Mauritz von Kothen
i-JLC3dWijsXJedeNJ5t2xMn,Q105751957,Juhana Sivenius-Sipilä
i-JLC5S9cjvqGEQKtzrdZx6o,,Krister Robert Otto Edgar Jägerskiöld
i-JLVEWZVW7vdzY5LFjxXNt5,Q106319464,Zachris Valmari
i-JLX8xK6Rhi1zuYvtz9WxNx,Q20736663,Georg Henrik Calonius
i-JLhdLsZs2MNDSATAo2JvYL,Q11894421,Knut Furuhjelm
i-JMERSMLZ7UMBiKnphukX7U,,Kalle Häkkinen
i-JPKMUNXGToiyyGFt7J2Knp,Q5404771,Alfred Jacobsson
i-JPgqwrJYXYk9RJAGN3E3U7,Q105771899,Henrik Johan Malmgren
i-JQBLQvmLyE7C7HqEFYRN2A,Q107797669,Gustaf Mauritz von Essen
i-JRT7uq362xVDYXbB8aKrMc,Q101558567,Berndt Gustaf Knut Björn Waldemar Schauman
i-JRuabJufBV6PK6Ww9smaZ3,Q107400157,Lars Magnus Vladimir Glansenstierna
i-JS46V6rNtkSEGJw4cigY71,Q5614831,Woldemar von Daehn
i-JV9GcFpgHeXSPNGcRYrcPP,Q105432305,Karl Viktor Hellström
i-JV9GcFpgHeXSPNGcRYrcPP,Q105432305,Karl Viktor Paasivirta
i-JWfUn6jaHzKj4SR2GH4dx5,,Alexander Etholén
i-JXJu1gWaQyBLga9dujyF2Y,Q106817475,Carl Georg Jägerhorn
i-JYV4L97nkaAD1tqh4XNee,Q102172605,August Reinhold von Willebrand
i-JYnNDW4szXXVGYP1Ve2Bqg,,Hugo af Schultén
i-JYnNDW4szXXVGYP1Ve2Bqg,,Karl Hugo Brynolf af Schultén
i-JZaNWk9mXgapfbJ3qZXW6E,Q105645203,Juho Riipinen
i-JZswQyxJgdrC7mcS7qxnaV,Q17383608,Samuel Heiskanen
i-Jb1piYueDy1c7zSurU9JhS,Q110322285,Carl August Reinhold Lars Armfelt
i-Jb74Z384UveFVagrdpb7Gu,Q106812053,Ivar Theodor von Hellens
i-JeJUuLsx1ADgfUq4qMkAyZ,Q6040815,Pekka Pennanen
i-JegZkHxf46YZWobeeVhAjW,,Gustaf Adolf Gripenberg
i-Jg8vmt5AqUzNo3Zv1vSBBi,Q104551793,Daniel Erik Bosin
i-JhDuntY2zU3AnBWPkuoxUr,Q104622523,Henrik Kesti
i-JkSp1eWyNE5yJ7KqvQ1bNE,Q106224074,Abraham Petrelius
i-Jkc5ktRXt2iR8dWw9vqMPx,,Juho Kylmälä
i-Jm95cRi4PQKtWmo5J9B7Au,,Reinhold von Willebrand
i-JmtkRTXPxLj16WVpvPBziX,,Jaakko Häkli
i-JorHLG9UJyX1sjpnaG1dmH,,Taneli Nykänen
i-JouMnc29yqszZkV4fw6wdz,Q105771903,Jaakko Martola
i-JpZo7AviDFXB9nUQMjepfA,Q18688521,Karl Lindholm
i-Jpuf6uwWSfZ9YPNHDMSrMt,Q104143753,Johan Punderus
i-JqpXh8xNJT9XiVtd4V9P5F,Q107968784,Carl Johan Wolmar af Heurlin
