person_id,wiki_id,name
i-XGPXP8D7JvJUuYaL7474G4,Q104995553,Pekka Anttonen
i-XGkmxbZJdVrXVST7BkBm6v,Q107172249,Berndt Adam Emil von Schantz
i-XJR7uevATUzzKS5t9xJQnw,,Teodor Carl Josef Hästesko af Målagård
i-XKTuoFdsf9eemAkMBbdAd2,Q105620575,Paavo Nykänen
i-XMfzYUgiZP2sqpyvq3GsZR,Q101214405,Wilhelm Kaitila
i-XPsFtNapCWqxkfZ1X9V1o7,Q17382245,Wilhelm Lindstedt
i-XSfL81tGKVdgNb1sbowcRU,Q106989504,Henrik Ludvig Alfred Stjernvall
i-XTNab9aPye5VciPF4orRsR,Q104920129,Carl August Johan Eugen Bergenstråle
i-XTNab9aPye5VciPF4orRsR,Q104920129,August Bergenstråhle
i-XTNab9aPye5VciPF4orRsR,Q104920129,Carl August Bergenstråle
i-XTm7WfMb8Qz55wD74N5o4P,Q100701345,August Herckman
i-XVwe7aSZ67FF9bsR45srHv,Q11860393,George Granfelt
i-XW5vSkDhiDBuTQzpqfPxmM,,Gustaf Adolf Lindblom
i-XWhq9o5CBki3q9KV9bMo8M,Q105432260,Iisakki Hannuksela
i-XWr1NDzxxKPzbsdMfzX9ey,Q105663208,Matti Pennanen
i-XX58iVNbTSnEH8rizgTM7j,,Adolf Törngren
i-XXg2bmhEiXiYrETYEK6PnU,Q17383171,Fredrik Josef Pipping
i-XY2Wg46nSUfV1fKXgzWdbZ,Q105701091,Kustaa Ruhanen
i-XYgDi34sFxHoNKXEProGwu,,Ernst  af Hällström
i-XYgDi34sFxHoNKXEProGwu,,Ernst af Hällström
i-XZB82Y2Aw4ynY8jE5tThC9,,Kaarlo Hemmo Tiihonen
i-XZZYBmXAzVMnL5wScZ93RP,Q106490275,Victor Ludvig Alexander Falck
i-XbAQtPkdSaTdnLcpdJrmsg,,Otto Donner
i-XdrX5sz6KhUNL37CYm7mKb,Q103893927,Edvin Gideon Wasastjerna
i-Xe1qZotGWfXG5fzCsN14YH,Q104007039,Berndt Erik Konstantin Hildén
i-Xe1yf2mfG5iEJKnJNPsqPs,,Bernhard Indrenius
i-Xe6zkT3ZAe6cviWkF8esyH,Q6190960,Karl Stockmann
i-Xf4P3uUdXEXzZV8Cv8qecp,Q5720020,Ernst Estlander
i-XfE5nFNMTw34PVMQsqSvFb,Q100802472,Adiel Bergroth
i-Xh6wcQRwoXZhyJtJuX4okd,Q105432270,Jaakko Hartonen
i-XhpQXjgjbWqp6yVdMAGi9S,Q105663020,Lauri Tiainen
i-XiSYQEjNzcBCDTizmuknEB,Q5783235,Oskar Adolf Forsström
i-XiVVgVb5iaBAvUJZsKjy2J,Q106223967,Olof Blom
i-Xj65dQxSdAb1LuPttC4ShV,Q106766188,Jakob Bernhard Estlander
i-Xji3XqSCAwVoU2h1aq8XxK,Q105756260,Juho Wähälä
i-XkEFWENCgSbRNRHVF5Yyyb,Q20254281,Juho Snellman
i-XnKoEQBc4zdFKSgpu8qY14,Q11858491,Ernst Ehrnrooth
i-XqM7pnUo7aV7Yxy3ZM6vyP,Q102172680,Reinhold Peter  Nasacken
i-XqM7pnUo7aV7Yxy3ZM6vyP,Q102172680,Reinhold Peter Nasacken
i-Xt4UNfzoEXAEeMRiq8woYr,Q101759185,Onni Tawaststjerna
i-Xw1T5NcqeumcR7hAjDjZLF,,Reinhold Brix von Böningh
i-XwfoiidAgTCtgCj7Rif9di,Q23040650,Jakob Axel Levonius
i-XwurehdUZDZDpgpsfFXQzw,Q105756262,Vilho Vitikkala
i-XxHWSADutiFLgftWhSc25j,Q104631398,Henrik Tervonen
i-Xy6WTVyN3GTMYt6Friycp2,Q5413257,Ernesti Forsman
i-XypnSwDxdz4tfuaeSVg3Yy,Q104995671,Antti Ahvenainen
i-Y2mbsnjJ1pEgjBPzSdDZn,Q20736700,Jacob Wilhelm Hisinger
i-Y2voexX2oJ7ccgMez4RrAE,Q104631461,Antti Mongola
i-Y59h3ky8p4w3hRToAKqdFq,,Walter Heimbürger
i-Y6h5zrKenZWNZ9m3mhTxdv,Q17383338,Wilhelm Roos
i-Y9HwSnefcfc8ie1FV1Q1Pm,,Maximus af Schultén
i-YBDQhZHegxy7S5wNs9ya1e,Q106932799,Arvid Michael af Schultén
i-YC9dT5MWGq8kuvyWVcgdax,Q107994310,Georg Kristian Oker-Blom
i-YD9Lp1sCoNudYqyQbWotVS,Q104631415,Johan Kelhälä
i-YEt1xaoG7yy8dMtmmaDBsM,Q107918200,Berndt Adolf Grönhagen
i-YHMajQHP5NsMtjp6vqMN7v,,Eduard Polón
i-YJNjrPygwHeDZiSj5b39fG,Q24845401,Alarik Uggla
i-YKh2D6esz3YFMqvWKxgbLV,Q105350970,Lauri Keränen
i-YLK9ngJ3Hy7jbZ3cQDQ5eC,Q106323510,Matti Haapala
i-YMJd2SaD9XHRrshNNdMA7Y,Q17381871,Robert von Kraemer
i-YNSR4DwCvFByG8KLNWZfMu,Q92752286,Carl Johan Tawaststjerna
i-YPUGzhWUpP3GBkQwRddPq3,Q104551775,Georg Fredrik von Essen
i-YRHK5GeF8RREeVWw42KeFH,,Karl Johan Robert Standertskjöld
i-YRUSTMTKkQzsZr3qcQikQb,Q5479157,Georg Schauman
i-YSBTPHzqKxPNqhdGFhMQLx,Q104550164,Bernt Fredrik von Konow
i-YTNwx2LtDGfsnAtXUoaX3r,,Berndt Emil Hollmerus
i-YTYRaFHeP9T1FCPA23wN1v,Q104383015,Evert Vilhelm Bruncrona
i-YUNWAdcZxwK6EPoTDU2LM9,Q98021802,Reinhold Alexander von Willebrand
i-YUdcq76DdTwQ5My5zAadSe,,Johan Viktor Calamnius
i-YVQKzLah672iDR8XteMqnh,Q107054992,Edvard Ananias af Forselles
i-YWG2zoJCnSjSfHuEoabeBo,Q11853724,Axel Spoof
i-YXeh8drHhcpgyiwTRWGYQB,,Isak Löf
i-YYJFZMywSDXzBUdD975RJa,,Suomen lähetyskunta
i-YYiFaxFNLAJM5W3icpS97q,Q108122282,Georg Nordenswan
i-YaBxVxSb356iXmkaP5o367,Q106342366,Johan Albert Kosk
i-YaJc7TK6KSJr3uwv6p5AgR,Q2041075,Arvid Neovius
i-YakdGNJeLBHm2ViyB8fUpr,,Pekka Leppänen
i-YcDQHoEjWC4ZXi8YaWLrWD,Q107054987,Kurt Gustaf Edvard af Enehjelm
i-ZnoS9yNyJZCCCXuCn8DK7,Q104845206,Otto Vilhelm Furuhjelm
i-b3i8w9R8L3RFku1ZCrxgn,Q108067054,Alexander Edvard von Wendt
i-dSiPKWsKjPbZgZMJNpR3n,Q107918040,Paul Hugo Sölfverarm
i-dUJ9Gu38LQ6ZmTrMYYQ6m,Q2011821,Theodor Schwindt
i-drdyfse5Wuqe9KFa6pgaB,Q4320594,Paul von Nicolay
i-drx3oHYwjhh9pfERSJ75V,Q16166765,Aksel Emil Brander
i-eopnN1G8XrLSyWTXUh9Rp,,Yrjö Sakari Yrjö-Koskinen
i-fA2djVh863LMVCqsSn8im,Q11859493,Ferdinand Alexander Kumlin
i-fkH59Hy1xPdkBodmom78M,Q105337186,Antti Kananen
i-iS8LzzYMsoqMTRxq4iVRK,Q106240907,Karl Fredrik Walle
i-izFXuH12VisPQyZuARAE6,Q105751898,Kustaa Aadolf Tervoinen
i-jgr1jkvdMBMBw64HgftTg,Q5719551,Carl Gustaf von Essen
i-juGUGYJwp7mX3MQnhUEoq,,Knut Robert Karl Walfrid Spåre
i-mDkXzDtc1sbficmtdJof2,Q104845228,Johannes Ilmanen
i-mqFQ18ES1erLNMqHvDjc5,Q5608838,Anders Herman Chydenius
i-n3GLRgqXQXNFmkzaGwSPW,,Viktor Wilhelm Öhberg
i-n6a7VyEhiNLSYpPQaXePD,Q105701075,Aatami Tiilikainen
i-rKkrw4Py91gKgDuj9u3Vu,,Arthur Lagerlöf
i-raJP4KVhfRny4UGkxwDu4,Q107750271,Alexander von Etter
i-rhHTJ52pXmZ9omCrcdBeB,Q105702526,Kaarle Muttilainen
i-rmZHPkqip2GdUg6wv32Cw,Q106879323,Gustaf Sigurd Gideon von Numers
i-rtS2zvMx1CcSvtyFjApXZ,Q105337207,Juhana Samuel Junttila
i-tGWEqay9jMPreNU8uYRU4,Q106323442,Simo Ylinen
i-tmNmmQ5iKubJrqgCeZYdn,,Kaarlo Castrén
i-uD1joERTReE2GhVvugpy1,,Gösta Grotenfelt
i-uJPhM5gzTCASn1ihrkLtX,Q12252252,J. K. Kari
i-uXjb9J171HfAGASs8vqS9,Q105752135,Claes Johan Stenroth
i-uaf9jg3i5ZVHXz8W9JcaM,Q85992740,Akseli Andersson
i-um2SN8BNPktTMYG2CHe7B,Q104211818,Carl Magnus Mauritz Armfelt
i-vbgi84LNv1zVdZk7F59Mn,Q104550141,Jonas af Enehjelm
i-w54hMDMQynKjwXWGH2CGz,Q107968780,Theodor Ulrik af Forselles
i-wPTdRzX77zcPiX3pjEpko,Q105951049,Theodor Lindroth
i-yGjMXojJJYe9shNXsrD3N,Q102666560,Robert Ek
i-ynpFoT6aL9fCNEXJQNnuy,,E. G. Palmén
i-yz5WqRw8dv6YYSDpDNaKH,Q11873702,Kustaa Kiipula
i-z1aA2KyhTnRjDaaHVeKnN,Q104551788,Robert Magnus Brunow
i-zC1JQ6HfsjfVTmDo1UNS4,,Krister Jägerskiöld
